,AliasName,Address,Data Type,Respect Data Type,Client Access,Scan Rate,Scaling,Raw Low,Raw High,Scaled Low,Scaled High,Scaled Data Type,Clamp Low,Clamp High,Eng Units,Description,Negate Value
897,L16Pv,L16PV,Float,1,R/W,100,,,,,,,,,,,
898,L16PvAlDb,L16PVALDB,Float,1,R/W,100,,,,,,,,,,,
899,L16PvHiAlLim,L16PVHIALLIM,Float,1,R/W,100,,,,,,,,,,,
900,L16PvLoAlLim,L16PVLOALLIM,Float,1,R/W,100,,,,,,,,,,,
901,L16PvMax,L16PVMAX,Float,1,R/W,100,,,,,,,,,,,
902,L16PvMin,L16PVMIN,Float,1,R/W,100,,,,,,,,,,,
903,L16PvPct,L16PVPCT,Float,1,R/W,100,,,,,,,,,,,
904,L16PvRng,L16PVRNG,Float,1,R/W,100,,,,,,,,,,,
905,L16PvSpDev,L16PVSPDEV,Float,1,R/W,100,,,,,,,,,,,
906,L16Sp,L16SP,Float,1,R/W,100,,,,,,,,,,,
907,L16Spare4,L16SPARE4,Float,1,R/W,100,,,,,,,,,,,
908,L16Spare5,L16SPARE5,Float,1,R/W,100,,,,,,,,,,,
909,L16SpareParm2,L16SPAREPARM2,Float,1,R/W,100,,,,,,,,,,,
910,L16SpHiLim,L16SPHILIM,Float,1,R/W,100,,,,,,,,,,,
911,L16SpLoLim,L16SPLOLIM,Float,1,R/W,100,,,,,,,,,,,
912,L16SpPct,L16SPPCT,Float,1,R/W,100,,,,,,,,,,,
913,L16Td,L16TD,Float,1,R/W,100,,,,,,,,,,,
914,L16Ti,L16TI,Float,1,R/W,100,,,,,,,,,,,
915,LastScan,LASTSCAN,Float,1,R/W,100,,,,,,,,,,,
916,LxxSpareParm11,LXXSPAREPARM11,Float,1,R/W,100,,,,,,,,,,,
917,LxxSpareParm12,LXXSPAREPARM12,Float,1,R/W,100,,,,,,,,,,,
918,LxxSpareParm13,LXXSPAREPARM13,Float,1,R/W,100,,,,,,,,,,,
919,LxxSpareParm14,LXXSPAREPARM14,Float,1,R/W,100,,,,,,,,,,,
920,LxxSpareParm15,LXXSPAREPARM15,Float,1,R/W,100,,,,,,,,,,,
921,LxxSpareParm16,LXXSPAREPARM16,Float,1,R/W,100,,,,,,,,,,,
922,LxxSpareParm17,LXXSPAREPARM17,Float,1,R/W,100,,,,,,,,,,,
923,LxxSpareParm18,LXXSPAREPARM18,Float,1,R/W,100,,,,,,,,,,,
924,LxxSpareParm19,LXXSPAREPARM19,Float,1,R/W,100,,,,,,,,,,,
925,LxxSpareParm20,LXXSPAREPARM20,Float,1,R/W,100,,,,,,,,,,,
926,LxxSpareParm21,LXXSPAREPARM21,Float,1,R/W,100,,,,,,,,,,,
927,LxxSpareParm22,LXXSPAREPARM22,Float,1,R/W,100,,,,,,,,,,,
928,LxxSpareParm23,LXXSPAREPARM23,Float,1,R/W,100,,,,,,,,,,,
929,LxxSpareParm24,LXXSPAREPARM24,Float,1,R/W,100,,,,,,,,,,,
930,LxxSpareParm25,LXXSPAREPARM25,Float,1,R/W,100,,,,,,,,,,,
931,MaxFuelSp,MAXFUELSP,Float,1,R/W,100,,,,,,,,,,,
932,MaxScan,MAXSCAN,Float,1,R/W,100,,,,,,,,,,,
933,McrCv,MCRCV,Float,1,R/W,100,,,,,,,,,,,
934,McrDb,MCRDB,Float,1,R/W,100,,,,,,,,,,,
935,McrErrAlDb,MCRERRALDB,Float,1,R/W,100,,,,,,,,,,,
936,McrErrNegAlLim,MCRERRNEGALLIM,Float,1,R/W,100,,,,,,,,,,,
937,McrErrPosAlLim,MCRERRPOSALLIM,Float,1,R/W,100,,,,,,,,,,,
938,McrKc,MCRKC,Float,1,R/W,100,,,,,,,,,,,
939,McrOut,MCROUT,Float,1,R/W,100,,,,,,,,,,,
940,McrOutBias,MCROUTBIAS,Float,1,R/W,100,,,,,,,,,,,
941,McrOutLtoffGas,MCROUTLTOFFGAS,Float,1,R/W,100,,,,,,,,,,,
942,McrOutLtoffOil,MCROUTLTOFFOIL,Float,1,R/W,100,,,,,,,,,,,
943,McrOutMax,MCROUTMAX,Float,1,R/W,100,,,,,,,,,,,
944,McrOutMin,MCROUTMIN,Float,1,R/W,100,,,,,,,,,,,
945,McrPv,MCRPV,Float,1,R/W,100,,,,,,,,,,,
946,McrPvAlDb,MCRPVALDB,Float,1,R/W,100,,,,,,,,,,,
947,McrPvHiAlLim,MCRPVHIALLIM,Float,1,R/W,100,,,,,,,,,,,
948,McrPvLoAlLim,MCRPVLOALLIM,Float,1,R/W,100,,,,,,,,,,,
949,McrPvMax,MCRPVMAX,Float,1,R/W,100,,,,,,,,,,,
950,McrPvMin,MCRPVMIN,Float,1,R/W,100,,,,,,,,,,,
951,McrPvMinAuto,MCRPVMINAUTO,Float,1,R/W,100,,,,,,,,,,,
952,McrPvPct,MCRPVPCT,Float,1,R/W,100,,,,,,,,,,,
953,McrPvRng,MCRPVRNG,Float,1,R/W,100,,,,,,,,,,,
954,McrPvSpDev,MCRPVSPDEV,Float,1,R/W,100,,,,,,,,,,,
955,McrRemDmd,MCRREMDMD,Float,1,R/W,100,,,,,,,,,,,
956,McrSp,MCRSP,Float,1,R/W,100,,,,,,,,,,,
957,McrSpare2,MCRSPARE2,Float,1,R/W,100,,,,,,,,,,,
958,McrSpareParm1,MCRSPAREPARM1,Float,1,R/W,100,,,,,,,,,,,
959,McrSpareParm2,MCRSPAREPARM2,Float,1,R/W,100,,,,,,,,,,,
960,McrSpHiLim,MCRSPHILIM,Float,1,R/W,100,,,,,,,,,,,
961,McrSpLoLim,MCRSPLOLIM,Float,1,R/W,100,,,,,,,,,,,
962,McrSpPct,MCRSPPCT,Float,1,R/W,100,,,,,,,,,,,
963,McrTd,MCRTD,Float,1,R/W,100,,,,,,,,,,,
964,McrTi,MCRTI,Float,1,R/W,100,,,,,,,,,,,
965,MdPcvPos,MDPCVPOS,Float,1,R/W,100,,,,,,,,,,,
966,MdPcvPosDev,MDPCVPOSDEV,Float,1,R/W,100,,,,,,,,,,,
967,MinAirSp,MINAIRSP,Float,1,R/W,100,,,,,,,,,,,
968,MstrDmd,MSTRDMD,Float,1,R/W,100,,,,,,,,,,,
969,MstrDmdChgRate,MSTRDMDCHGRATE,Float,1,R/W,100,,,,,,,,,,,
970,OilAtmDp,OILATMDP,Float,1,R/W,100,,,,,,,,,,,
971,OilAtmDpMax,OILATMDPMAX,Float,1,R/W,100,,,,,,,,,,,
972,OilAtmDpMin,OILATMDPMIN,Float,1,R/W,100,,,,,,,,,,,
973,OilAtmDpPct,OILATMDPPCT,Float,1,R/W,100,,,,,,,,,,,
974,OilAtmDpRng,OILATMDPRNG,Float,1,R/W,100,,,,,,,,,,,
975,OilCv,OILCV,Float,1,R/W,100,,,,,,,,,,,
976,OilDb,OILDB,Float,1,R/W,100,,,,,,,,,,,
977,OilErrAlDb,OILERRALDB,Float,1,R/W,100,,,,,,,,,,,
978,OilErrNegAlLim,OILERRNEGALLIM,Float,1,R/W,100,,,,,,,,,,,
979,OilErrPosAlLim,OILERRPOSALLIM,Float,1,R/W,100,,,,,,,,,,,
980,OilFcvPos,OILFCVPOS,Float,1,R/W,100,,,,,,,,,,,
981,OilFcvPosDev,OILFCVPOSDEV,Float,1,R/W,100,,,,,,,,,,,
982,OilFcvPosFb,OILFCVPOSFB,Float,1,R/W,100,,,,,,,,,,,
983,OilFcvPosFbMax,OILFCVPOSFBMAX,Float,1,R/W,100,,,,,,,,,,,
984,OilFcvPosFbMin,OILFCVPOSFBMIN,Float,1,R/W,100,,,,,,,,,,,
985,OilFcvPosFbPct,OILFCVPOSFBPCT,Float,1,R/W,100,,,,,,,,,,,
986,OilFcvPosFbRng,OILFCVPOSFBRNG,Float,1,R/W,100,,,,,,,,,,,
987,OilFlw,OILFLW,Float,1,R/W,100,,,,,,,,,,,
988,OilFlwMax,OILFLWMAX,Float,1,R/W,100,,,,,,,,,,,
989,OilFlwMin,OILFLWMIN,Float,1,R/W,100,,,,,,,,,,,
990,OilFlwPct,OILFLWPCT,Float,1,R/W,100,,,,,,,,,,,
991,OilFlwRng,OILFLWRNG,Float,1,R/W,100,,,,,,,,,,,
992,OilFlwTtl,OILFLWTTL,Float,1,R/W,100,,,,,,,,,,,
993,OilKc,OILKC,Float,1,R/W,100,,,,,,,,,,,
994,OilKcFast,OILKCFAST,Float,1,R/W,100,,,,,,,,,,,
995,OilMeasFlw,OILMEASFLW,Float,1,R/W,100,,,,,,,,,,,
996,OilMeasFlwPct,OILMEASFLWPCT,Float,1,R/W,100,,,,,,,,,,,
997,OilOut,OILOUT,Float,1,R/W,100,,,,,,,,,,,
998,OilOutLtoff,OILOUTLTOFF,Float,1,R/W,100,,,,,,,,,,,
999,OilPv,OILPV,Float,1,R/W,100,,,,,,,,,,,
1000,OilPvAlDb,OILPVALDB,Float,1,R/W,100,,,,,,,,,,,
1001,OilPvGain,OILPVGAIN,Float,1,R/W,100,,,,,,,,,,,
1002,OilPvHiAlLim,OILPVHIALLIM,Float,1,R/W,100,,,,,,,,,,,
1003,OilPvLoAlLim,OILPVLOALLIM,Float,1,R/W,100,,,,,,,,,,,
1004,OilPvMax,OILPVMAX,Float,1,R/W,100,,,,,,,,,,,
1005,OilPvMin,OILPVMIN,Float,1,R/W,100,,,,,,,,,,,
1006,OilPvPreFar,OILPVPREFAR,Float,1,R/W,100,,,,,,,,,,,
1007,OilPvRng,OILPVRNG,Float,1,R/W,100,,,,,,,,,,,
1008,OilPvSpDev,OILPVSPDEV,Float,1,R/W,100,,,,,,,,,,,
1009,OilSp,OILSP,Float,1,R/W,100,,,,,,,,,,,
1010,OilSpHiLim,OILSPHILIM,Float,1,R/W,100,,,,,,,,,,,
1011,OilSpLoLim,OILSPLOLIM,Float,1,R/W,100,,,,,,,,,,,
1012,OilTd,OILTD,Float,1,R/W,100,,,,,,,,,,,
1013,OilTdFast,OILTDFAST,Float,1,R/W,100,,,,,,,,,,,
1014,OilTi,OILTI,Float,1,R/W,100,,,,,,,,,,,
1015,OilTiFast,OILTIFAST,Float,1,R/W,100,,,,,,,,,,,
1016,OilTmp,OILTMP,Float,1,R/W,100,,,,,,,,,,,
1017,OilTmpMax,OILTMPMAX,Float,1,R/W,100,,,,,,,,,,,
1018,OilTmpMin,OILTMPMIN,Float,1,R/W,100,,,,,,,,,,,
1019,OilTmpPct,OILTMPPCT,Float,1,R/W,100,,,,,,,,,,,
1020,OilTmpRng,OILTMPRNG,Float,1,R/W,100,,,,,,,,,,,
1021,OpStmPrs,OPSTMPRS,Float,1,R/W,100,,,,,,,,,,,
1022,OpStmTmp,OPSTMTMP,Float,1,R/W,100,,,,,,,,,,,
1023,OutDmpPos,OUTDMPPOS,Float,1,R/W,100,,,,,,,,,,,
1024,OutDmpPosDev,OUTDMPPOSDEV,Float,1,R/W,100,,,,,,,,,,,
1025,OutDmpPosFb,OUTDMPPOSFB,Float,1,R/W,100,,,,,,,,,,,
1026,OutDmpPosFbMax,OUTDMPPOSFBMAX,Float,1,R/W,100,,,,,,,,,,,
1027,OutDmpPosFbMin,OUTDMPPOSFBMIN,Float,1,R/W,100,,,,,,,,,,,
1028,OutDmpPosFbPct,OUTDMPPOSFBPCT,Float,1,R/W,100,,,,,,,,,,,
1029,OutDmpPosFbRng,OUTDMPPOSFBRNG,Float,1,R/W,100,,,,,,,,,,,
1030,OutDmpPosFrmDmd,OUTDMPPOSFRMDMD,Float,1,R/W,100,,,,,,,,,,,
1031,OxCv,OXCV,Float,1,R/W,100,,,,,,,,,,,
1032,OxDb,OXDB,Float,1,R/W,100,,,,,,,,,,,
1033,OxErrAlDb,OXERRALDB,Float,1,R/W,100,,,,,,,,,,,
1034,OxErrNegAlLim,OXERRNEGALLIM,Float,1,R/W,100,,,,,,,,,,,
1035,OxErrPosAlLim,OXERRPOSALLIM,Float,1,R/W,100,,,,,,,,,,,
1036,OxKc,OXKC,Float,1,R/W,100,,,,,,,,,,,
1037,OxMinDmdAutoAct,OXMINDMDAUTOACT,Float,1,R/W,100,,,,,,,,,,,
1038,OxOut,OXOUT,Float,1,R/W,100,,,,,,,,,,,
1039,OxPv,OXPV,Float,1,R/W,100,,,,,,,,,,,
1040,OxPvAlDb,OXPVALDB,Float,1,R/W,100,,,,,,,,,,,
1041,OxPvHiAlLim,OXPVHIALLIM,Float,1,R/W,100,,,,,,,,,,,
1042,OxPvLoAlLim,OXPVLOALLIM,Float,1,R/W,100,,,,,,,,,,,
1043,OxPvMax,OXPVMAX,Float,1,R/W,100,,,,,,,,,,,
1044,OxPvMin,OXPVMIN,Float,1,R/W,100,,,,,,,,,,,
1045,OxPvPct,OXPVPCT,Float,1,R/W,100,,,,,,,,,,,
1046,OxPvRng,OXPVRNG,Float,1,R/W,100,,,,,,,,,,,
1047,OxPvSpDev,OXPVSPDEV,Float,1,R/W,100,,,,,,,,,,,
1048,OxSp,OXSP,Float,1,R/W,100,,,,,,,,,,,
1049,OxSpare2,OXSPARE2,Float,1,R/W,100,,,,,,,,,,,
1050,OxSpare3,OXSPARE3,Float,1,R/W,100,,,,,,,,,,,
1051,OxSpareParm1,OXSPAREPARM1,Float,1,R/W,100,,,,,,,,,,,
1052,OxSpBias,OXSPBIAS,Float,1,R/W,100,,,,,,,,,,,
1053,OxSpFromFuel,OXSPFROMFUEL,Float,1,R/W,100,,,,,,,,,,,
1054,OxSpHiLim,OXSPHILIM,Float,1,R/W,100,,,,,,,,,,,
1055,OxSpLoLim,OXSPLOLIM,Float,1,R/W,100,,,,,,,,,,,
1056,OxSpPct,OXSPPCT,Float,1,R/W,100,,,,,,,,,,,
1057,OxTd,OXTD,Float,1,R/W,100,,,,,,,,,,,
1058,OxTi,OXTI,Float,1,R/W,100,,,,,,,,,,,
1059,OxTrimVal,OXTRIMVAL,Float,1,R/W,100,,,,,,,,,,,
1060,PotWtrPrsHiLim,POTWTRPRSHILIM,Float,1,R/W,100,,,,,,,,,,,
1061,PotWtrPrsLoLim,POTWTRPRSLOLIM,Float,1,R/W,100,,,,,,,,,,,
1062,PpDmdMaxGas,PPDMDMAXGAS,Float,1,R/W,100,,,,,,,,,,,
1063,PpDmdMaxOil,PPDMDMAXOIL,Float,1,R/W,100,,,,,,,,,,,
1064,PpDmdMinGas,PPDMDMINGAS,Float,1,R/W,100,,,,,,,,,,,
1065,PpDmdMinOil,PPDMDMINOIL,Float,1,R/W,100,,,,,,,,,,,
1066,RemDmd,REMDMD,Float,1,R/W,100,,,,,,,,,,,
1067,RemDmdMax,REMDMDMAX,Float,1,R/W,100,,,,,,,,,,,
1068,RemDmdMin,REMDMDMIN,Float,1,R/W,100,,,,,,,,,,,
1069,RemDmdPct,REMDMDPCT,Float,1,R/W,100,,,,,,,,,,,
1070,RemDmdRng,REMDMDRNG,Float,1,R/W,100,,,,,,,,,,,
1071,Rlm01_F,RLM01_F,Float,1,R/W,100,,,,,,,,,,,
1072,Rlm01_R,RLM01_R,Float,1,R/W,100,,,,,,,,,,,
1073,Rlm02_F,RLM02_F,Float,1,R/W,100,,,,,,,,,,,
1074,Rlm02_R,RLM02_R,Float,1,R/W,100,,,,,,,,,,,
1075,Rlm03_F,RLM03_F,Float,1,R/W,100,,,,,,,,,,,
1076,Rlm03_R,RLM03_R,Float,1,R/W,100,,,,,,,,,,,
1077,Rlm04_F,RLM04_F,Float,1,R/W,100,,,,,,,,,,,
1078,Rlm04_R,RLM04_R,Float,1,R/W,100,,,,,,,,,,,
1079,Rlm05_F,RLM05_F,Float,1,R/W,100,,,,,,,,,,,
1080,Rlm05_R,RLM05_R,Float,1,R/W,100,,,,,,,,,,,
1081,Rlm06_F,RLM06_F,Float,1,R/W,100,,,,,,,,,,,
1082,Rlm06_R,RLM06_R,Float,1,R/W,100,,,,,,,,,,,
1083,Rlm07_F,RLM07_F,Float,1,R/W,100,,,,,,,,,,,
1084,Rlm07_R,RLM07_R,Float,1,R/W,100,,,,,,,,,,,
1085,Rlm08_F,RLM08_F,Float,1,R/W,100,,,,,,,,,,,
1086,Rlm08_R,RLM08_R,Float,1,R/W,100,,,,,,,,,,,
1087,Rlm09_F,RLM09_F,Float,1,R/W,100,,,,,,,,,,,
1088,Rlm09_R,RLM09_R,Float,1,R/W,100,,,,,,,,,,,
1089,Rlm10_F,RLM10_F,Float,1,R/W,100,,,,,,,,,,,
1090,Rlm10_R,RLM10_R,Float,1,R/W,100,,,,,,,,,,,
1091,Rlm11_F,RLM11_F,Float,1,R/W,100,,,,,,,,,,,
1092,Rlm11_R,RLM11_R,Float,1,R/W,100,,,,,,,,,,,
1093,Rlm12_F,RLM12_F,Float,1,R/W,100,,,,,,,,,,,
1094,Rlm12_R,RLM12_R,Float,1,R/W,100,,,,,,,,,,,
1095,Rlm13_F,RLM13_F,Float,1,R/W,100,,,,,,,,,,,
1096,Rlm13_R,RLM13_R,Float,1,R/W,100,,,,,,,,,,,
1097,Rlm14_F,RLM14_F,Float,1,R/W,100,,,,,,,,,,,
1098,Rlm14_R,RLM14_R,Float,1,R/W,100,,,,,,,,,,,
1099,Rlm15_F,RLM15_F,Float,1,R/W,100,,,,,,,,,,,
1100,Rlm15_R,RLM15_R,Float,1,R/W,100,,,,,,,,,,,
1101,Rlm16_F,RLM16_F,Float,1,R/W,100,,,,,,,,,,,
1102,Rlm16_R,RLM16_R,Float,1,R/W,100,,,,,,,,,,,
1103,ScanTime,SCANTIME,Float,1,R/W,100,,,,,,,,,,,
1104,ShOutStmPrs,SHOUTSTMPRS,Float,1,R/W,100,,,,,,,,,,,
1105,ShOutStmPrsMax,SHOUTSTMPRSMAX,Float,1,R/W,100,,,,,,,,,,,
1106,ShOutStmPrsMin,SHOUTSTMPRSMIN,Float,1,R/W,100,,,,,,,,,,,
1107,ShOutStmPrsPct,SHOUTSTMPRSPCT,Float,1,R/W,100,,,,,,,,,,,
1108,ShOutStmPrsRng,SHOUTSTMPRSRNG,Float,1,R/W,100,,,,,,,,,,,
1109,ShOutStmTmp,SHOUTSTMTMP,Float,1,R/W,100,,,,,,,,,,,
1110,ShOutStmTmpMax,SHOUTSTMTMPMAX,Float,1,R/W,100,,,,,,,,,,,
1111,ShOutStmTmpMin,SHOUTSTMTMPMIN,Float,1,R/W,100,,,,,,,,,,,
1112,ShOutStmTmpPct,SHOUTSTMTMPPCT,Float,1,R/W,100,,,,,,,,,,,
1113,ShOutStmTmpRng,SHOUTSTMTMPRNG,Float,1,R/W,100,,,,,,,,,,,
1114,ShStmDenRef,SHSTMDENREF,Float,1,R/W,100,,,,,,,,,,,
1115,ShStmFlwRef,SHSTMFLWREF,Float,1,R/W,100,,,,,,,,,,,
1116,Spare17Pos,SPARE17POS,Float,1,R/W,100,,,,,,,,,,,
1117,Spare17PosDev,SPARE17POSDEV,Float,1,R/W,100,,,,,,,,,,,
1118,Spare26Pos,SPARE26POS,Float,1,R/W,100,,,,,,,,,,,
1119,Spare26PosDev,SPARE26POSDEV,Float,1,R/W,100,,,,,,,,,,,
1120,Spare27Pos,SPARE27POS,Float,1,R/W,100,,,,,,,,,,,
1121,Spare27PosDev,SPARE27POSDEV,Float,1,R/W,100,,,,,,,,,,,
1122,Spare28Pos,SPARE28POS,Float,1,R/W,100,,,,,,,,,,,
1123,Spare28PosDev,SPARE28POSDEV,Float,1,R/W,100,,,,,,,,,,,
1124,Spare29Pos,SPARE29POS,Float,1,R/W,100,,,,,,,,,,,
1125,Spare29PosDev,SPARE29POSDEV,Float,1,R/W,100,,,,,,,,,,,
1126,Spare30Pos,SPARE30POS,Float,1,R/W,100,,,,,,,,,,,
1127,Spare30PosDev,SPARE30POSDEV,Float,1,R/W,100,,,,,,,,,,,
1128,Spare31Pos,SPARE31POS,Float,1,R/W,100,,,,,,,,,,,
1129,Spare31PosDev,SPARE31POSDEV,Float,1,R/W,100,,,,,,,,,,,
1130,Spare32Pos,SPARE32POS,Float,1,R/W,100,,,,,,,,,,,
1131,Spare32PosDev,SPARE32POSDEV,Float,1,R/W,100,,,,,,,,,,,
1132,StmDen,STMDEN,Float,1,R/W,100,,,,,,,,,,,
1133,StmDrmPrsA,STMDRMPRSA,Float,1,R/W,100,,,,,,,,,,,
1134,StmDrmPrsAMax,STMDRMPRSAMAX,Float,1,R/W,100,,,,,,,,,,,
1135,StmDrmPrsAMin,STMDRMPRSAMIN,Float,1,R/W,100,,,,,,,,,,,
1136,StmDrmPrsAPct,STMDRMPRSAPCT,Float,1,R/W,100,,,,,,,,,,,
1137,StmDrmPrsARng,STMDRMPRSARNG,Float,1,R/W,100,,,,,,,,,,,
1138,StmDrmPrsB,STMDRMPRSB,Float,1,R/W,100,,,,,,,,,,,
1139,StmDrmPrsBMax,STMDRMPRSBMAX,Float,1,R/W,100,,,,,,,,,,,
1140,StmDrmPrsBMin,STMDRMPRSBMIN,Float,1,R/W,100,,,,,,,,,,,
1141,StmDrmPrsBPct,STMDRMPRSBPCT,Float,1,R/W,100,,,,,,,,,,,
1142,StmDrmPrsBRng,STMDRMPRSBRNG,Float,1,R/W,100,,,,,,,,,,,
1143,StmDrmPrsDevEuLim,STMDRMPRSDEVEULIM,Float,1,R/W,100,,,,,,,,,,,
1144,StmDrmPrsEuAvg,STMDRMPRSEUAVG,Float,1,R/W,100,,,,,,,,,,,
1145,StmDrmPrsEuDev,STMDRMPRSEUDEV,Float,1,R/W,100,,,,,,,,,,,
1146,StmDrmPrsPctAvg,STMDRMPRSPCTAVG,Float,1,R/W,100,,,,,,,,,,,
1147,StmFlw,STMFLW,Float,1,R/W,100,,,,,,,,,,,
1148,StmFlwDp,STMFLWDP,Float,1,R/W,100,,,,,,,,,,,
1149,StmFlwDpMax,STMFLWDPMAX,Float,1,R/W,100,,,,,,,,,,,
1150,StmFlwDpMin,STMFLWDPMIN,Float,1,R/W,100,,,,,,,,,,,
1151,StmFlwDpPct,STMFLWDPPCT,Float,1,R/W,100,,,,,,,,,,,
1152,StmFlwDpRef,STMFLWDPREF,Float,1,R/W,100,,,,,,,,,,,
1153,StmFlwDpRng,STMFLWDPRNG,Float,1,R/W,100,,,,,,,,,,,
1154,StmFlwMax,STMFLWMAX,Float,1,R/W,100,,,,,,,,,,,
1155,StmFlwMin,STMFLWMIN,Float,1,R/W,100,,,,,,,,,,,
1156,StmFlwPct,STMFLWPCT,Float,1,R/W,100,,,,,,,,,,,
1157,StmFlwRng,STMFLWRNG,Float,1,R/W,100,,,,,,,,,,,
1158,StmFlwTtl,STMFLWTTL,Float,1,R/W,100,,,,,,,,,,,
1159,StmInjFcvPos,STMINJFCVPOS,Float,1,R/W,100,,,,,,,,,,,
1160,StmInjFcvPosDev,STMINJFCVPOSDEV,Float,1,R/W,100,,,,,,,,,,,
1161,StmInjOutLtoff,STMINJOUTLTOFF,Float,1,R/W,100,,,,,,,,,,,
1162,StmInjPrs,STMINJPRS,Float,1,R/W,100,,,,,,,,,,,
1163,StmInjPrsMax,STMINJPRSMAX,Float,1,R/W,100,,,,,,,,,,,
1164,StmInjPrsMin,STMINJPRSMIN,Float,1,R/W,100,,,,,,,,,,,
1165,StmInjPrsPct,STMINJPRSPCT,Float,1,R/W,100,,,,,,,,,,,
1166,StmInjPrsRng,STMINJPRSRNG,Float,1,R/W,100,,,,,,,,,,,
1167,StmOutPrs,STMOUTPRS,Float,1,R/W,100,,,,,,,,,,,
1168,StmOutPrsMax,STMOUTPRSMAX,Float,1,R/W,100,,,,,,,,,,,
1169,StmOutPrsMin,STMOUTPRSMIN,Float,1,R/W,100,,,,,,,,,,,
1170,StmOutPrsPct,STMOUTPRSPCT,Float,1,R/W,100,,,,,,,,,,,
1171,StmOutPrsRng,STMOUTPRSRNG,Float,1,R/W,100,,,,,,,,,,,
1172,StmOutTmp,STMOUTTMP,Float,1,R/W,100,,,,,,,,,,,
1173,StmOutTmpMax,STMOUTTMPMAX,Float,1,R/W,100,,,,,,,,,,,
1174,StmOutTmpMin,STMOUTTMPMIN,Float,1,R/W,100,,,,,,,,,,,
1175,StmOutTmpPct,STMOUTTMPPCT,Float,1,R/W,100,,,,,,,,,,,
1176,StmOutTmpRng,STMOUTTMPRNG,Float,1,R/W,100,,,,,,,,,,,
1177,StmTcvPos,STMTCVPOS,Float,1,R/W,100,,,,,,,,,,,
1178,StmTcvPosDev,STMTCVPOSDEV,Float,1,R/W,100,,,,,,,,,,,
1179,StmTmpShIn,STMTMPSHIN,Float,1,R/W,100,,,,,,,,,,,
1180,StmTmpShInMax,STMTMPSHINMAX,Float,1,R/W,100,,,,,,,,,,,
1181,StmTmpShInMin,STMTMPSHINMIN,Float,1,R/W,100,,,,,,,,,,,
1182,StmTmpShInPct,STMTMPSHINPCT,Float,1,R/W,100,,,,,,,,,,,
1183,StmTmpShInRng,STMTMPSHINRNG,Float,1,R/W,100,,,,,,,,,,,
1184,TtlFuelPv,TTLFUELPV,Float,1,R/W,100,,,,,,,,,,,
1185,TtlFuelSp,TTLFUELSP,Float,1,R/W,100,,,,,,,,,,,
1186,WbdPos,WBDPOS,Float,1,R/W,100,,,,,,,,,,,
1187,WbdPosDev,WBDPOSDEV,Float,1,R/W,100,,,,,,,,,,,
1188,WbdPosFb,WBDPOSFB,Float,1,R/W,100,,,,,,,,,,,
1189,WbdPosFbMax,WBDPOSFBMAX,Float,1,R/W,100,,,,,,,,,,,
1190,WbdPosFbMin,WBDPOSFBMIN,Float,1,R/W,100,,,,,,,,,,,
1191,WbdPosFbPct,WBDPOSFBPCT,Float,1,R/W,100,,,,,,,,,,,
1192,WbdPosFbRng,WBDPOSFBRNG,Float,1,R/W,100,,,,,,,,,,,
1193,WtrDen,WTRDEN,Float,1,R/W,100,,,,,,,,,,,
1194,WtrDenAmb,WTRDENAMB,Float,1,R/W,100,,,,,,,,,,,
1195,XlmDbnd,XLMDBND,Float,1,R/W,100,,,,,,,,,,,
